Name,Category,Latitude,Longitude,Victims
Motueka West.,Area Unit,-41.117192216,172.987876134,166
Motueka Outer.,Area Unit,-41.177109394,172.876929503,70
Motueka East.,Area Unit,-41.114018794,173.023496457,128
Mosston.,Area Unit,-39.935477577,175.001438960,36
Mossburn.,Area Unit,-45.667114576,168.227150423,1
Mosgiel South.,Area Unit,-45.880351904,170.350694432,68
Mosgiel East.,Area Unit,-45.871952693,170.359024465,58
Morrinsville West.,Area Unit,-37.664175590,175.520794187,268
Morrinsville East.,Area Unit,-37.651180263,175.539646868,143
Mornington.,Area Unit,-45.887646580,170.481017121,61
Morningside.,Area Unit,-35.734689109,174.320158726,157
Moonshine Valley.,Area Unit,-41.116196110,175.008033565,11
Moncks Bay.,Area Unit,-43.577378908,172.740973513,116
Monarch Park.,Area Unit,-36.799786027,174.731120090,92
Mona Vale.,Area Unit,-43.525344939,172.599882549,214
Mokihinui.,Area Unit,-41.555136012,172.159454370,2
Mokauiti.,Area Unit,-38.518758302,175.112407654,28
Moerewa.,Area Unit,-35.392729090,174.019112963,96
Moera.,Area Unit,-41.227629853,174.904250994,194
Moawhango.,Area Unit,-39.489094221,175.854302151,11
Moanataiari.,Area Unit,-37.121278008,175.530923159,231
Mitchelltown.,Area Unit,-41.295320164,174.755760459,24
Mission Heights.,Area Unit,-36.958412482,174.930530734,17
Mission Bay.,Area Unit,-36.859156788,174.834243731,218
Miramar.,Area Unit,-41.315011638,174.822121146,91
Miramar West.,Area Unit,-41.311355189,174.815066918,16
Miramar South.,Area Unit,-41.319803282,174.817195230,159
Miramar North.,Area Unit,-41.305398486,174.824713288,58
Minden.,Area Unit,-37.696196513,175.993632819,95
Milton.,Area Unit,-46.122739290,169.959753672,44
Milson.,Area Unit,-40.328954527,175.608119472,240
Millhouse.,Area Unit,-36.917754521,174.920539814,210
Mill Road.,Area Unit,-37.004674367,174.924325478,20
Mill Road-Woodend.,Area Unit,-46.423603057,168.393535383,12
Milford.,Area Unit,-44.589175377,167.973297433,8
Midhirst.,Area Unit,-39.284182049,174.264665724,6
Middleton.,Area Unit,-43.554388516,172.580862987,380
Middlemore.,Area Unit,-36.960504712,174.845504056,153
Middlemarch.,Area Unit,-45.506424172,170.122034627,1
Methven.,Area Unit,-43.632543756,171.644619255,38
Merrin.,Area Unit,-43.511049732,172.560558112,66
Merrilands.,Area Unit,-39.065021358,174.100642636,66
Merivale.,Area Unit,-43.518489469,172.620018897,273
Meremere.,Area Unit,-37.319436069,175.070766448,50
Melville.,Area Unit,-37.815564723,175.282135112,176
Melrose-Houghton Bay-Southgate.,Area Unit,-41.337573674,174.786372645,96
Mellons Bay.,Area Unit,-36.888772686,174.933210704,43
Melling.,Area Unit,-41.208456758,174.899574059,80
Meeanee.,Area Unit,-39.550685146,176.895430491,140
Meadowland.,Area Unit,-36.916422277,174.935101251,112
Meadowbank South.,Area Unit,-36.880569490,174.830257480,130
Meadowbank North.,Area Unit,-36.870146313,174.823909175,140
Mcleod.,Area Unit,-36.874943990,174.650087830,149
Mcleans Island.,Area Unit,-43.463134579,172.473927779,15
Mclean Park.,Area Unit,-39.506925928,176.916666498,246
McLaren Park.,Area Unit,-36.899284484,174.618454610,84
Mayfield.,Area Unit,-41.502681488,173.964269626,101
Mayfair.,Area Unit,-39.637291465,176.861776779,225
Maxwell.,Area Unit,-39.598607186,174.972787474,23
Mawheraiti.,Area Unit,-42.248748804,171.797382078,9
Maupuia.,Area Unit,-41.297050961,174.823724131,24
Maunu.,Area Unit,-35.739063489,174.287463209,19
Maungawhau.,Area Unit,-36.890315635,174.751152397,494
Maungaturoto.,Area Unit,-36.106105764,174.361819009,26
Maungatapu.,Area Unit,-37.718232184,176.178910383,75
Maungatapere.,Area Unit,-35.761752849,174.223999840,33
Maungataniwha.,Area Unit,-38.824083424,177.063985087,13
Maungaru.,Area Unit,-35.865249381,173.944740340,26
Maungaraki.,Area Unit,-41.205894604,174.880261754,37
Maunganamu.,Area Unit,-38.727524157,176.096703738,6
Maungakotukutuku.,Area Unit,-40.933246653,175.063242357,24
Matukituki.,Area Unit,-44.544430050,169.020386863,23
Matua.,Area Unit,-37.668163669,176.126102166,55
Matokitoki.,Area Unit,-38.636645123,178.043544382,9
Matipo.,Area Unit,-36.832175270,174.643372239,77
Matheson Bay.,Area Unit,-36.299756269,174.797044132,5
Mataura.,Area Unit,-46.185032725,168.867015209,43
Matata.,Area Unit,-37.888616743,176.753378345,33
Matarawa.,Area Unit,-38.224861970,175.855779457,50
Matapihi.,Area Unit,-37.693085748,176.199200508,29
Matangi.,Area Unit,-37.800780453,175.360569867,39
Matamata South.,Area Unit,-37.816010816,175.769166555,169
Matamata North.,Area Unit,-37.809025644,175.779707366,295
Matakana.,Area Unit,-36.350517359,174.716350022,18
Matakana Island.,Area Unit,-37.589563617,176.080314107,4
Matahina-Minginui.,Area Unit,-38.585687348,176.873817568,93
Masterton West.,Area Unit,-40.948433741,175.653393418,74
Masterton Railway.,Area Unit,-40.943833908,175.648079921,56
Masterton East.,Area Unit,-40.956770906,175.662664336,170
Masterton Central.,Area Unit,-40.949875391,175.658680646,582
Massey West.,Area Unit,-36.827869398,174.590458762,51
Massey University.,Area Unit,-40.390820215,175.601091513,32
Massey Park.,Area Unit,-37.063263140,174.954550936,102
Mascot.,Area Unit,-36.971943560,174.805221364,180
Marybank-Gordon Park.,Area Unit,-39.948314069,175.045926347,22
Maruia.,Area Unit,-42.341714094,172.205962676,7
Marton.,Area Unit,-40.077845992,175.383610664,128
Martinborough.,Area Unit,-41.213309291,175.456518293,33
Marsland Hill.,Area Unit,-39.062930896,174.077279048,126
Marsden-Hohonu.,Area Unit,-42.616221751,171.314550088,10
Marsden Point-Ruakaka.,Area Unit,-35.854094012,174.468548267,133
Marotiri.,Area Unit,-38.518981623,175.731940748,59
Marokopa.,Area Unit,-38.360184995,174.894230513,64
Marlborough Sounds Terrestrial.,Area Unit,-41.087732899,173.999359502,74
Marlborough Sounds Coastal Marine.,Area Unit,,,10
Marfell.,Area Unit,-39.076234935,174.046090397,76
Marewa.,Area Unit,-39.502967593,176.900282596,458
Marchwiel.,Area Unit,-44.377117918,171.229965541,95
Mararoa River.,Area Unit,-45.266668606,167.814272669,17
Maramarua.,Area Unit,-37.281453751,175.165588458,46
Maraetotara.,Area Unit,-37.970803030,177.034198773,9
Maraenui.,Area Unit,-39.515867899,176.901664149,225
Maraekakaho.,Area Unit,-39.657837397,176.499910437,22
Mapua.,Area Unit,-41.247719087,173.086944406,17
Maoribank.,Area Unit,-41.102603839,175.114588932,59
Maori Park.,Area Unit,-44.387411820,171.244163289,43
Maori Hill.,Area Unit,-45.857444405,170.500168639,19
Manutuke.,Area Unit,-38.683748239,177.899528002,15
Manurewa East.,Area Unit,-37.026804693,174.906552039,192
Manurewa Central.,Area Unit,-37.019472350,174.891038563,568
Manunui.,Area Unit,-38.891272544,175.326593303,27
Manukau Central.,Area Unit,-37.008123038,174.835286950,1625
Manuka.,Area Unit,-41.187557560,174.990291392,33
Mansfield.,Area Unit,-43.393880048,172.647152790,51
Manly.,Area Unit,-36.629851401,174.760004040,102
Maniototo.,Area Unit,-45.137330625,169.851401072,12
Mangere Station.,Area Unit,-36.948889292,174.824143893,115
Mangere South.,Area Unit,-36.986483115,174.786255926,1062
Mangere East.,Area Unit,-36.967089138,174.834226847,260
Mangere Central.,Area Unit,-36.972531178,174.798898535,335
Mangere Bridge.,Area Unit,-36.944369486,174.789930904,266
Mangawhai.,Area Unit,-36.114585186,174.580176623,32
Mangawhai Heads.,Area Unit,-36.098005269,174.590909304,61
Mangaweka.,Area Unit,-39.810484416,175.796377367,5
Mangatoki-Moeroa.,Area Unit,-39.436828581,174.425944783,39
Mangatawhiri.,Area Unit,-37.199473109,175.134581316,60
Mangatainoka.,Area Unit,-40.436216305,175.865581432,35
Mangaroa.,Area Unit,-41.168230750,175.135783128,15
Mangapapa.,Area Unit,-38.646403275,178.015715843,219
Mangapa-Matauri Bay.,Area Unit,-35.027647027,173.799783806,109
Mangaore-Manakau.,Area Unit,-40.615216143,175.338857597,131
Mangaoraka.,Area Unit,-39.058838654,174.146466168,11
Mangakino.,Area Unit,-38.368852569,175.777656216,72
Mangakaretu.,Area Unit,-38.212887129,175.866078601,11
Mangakakahi.,Area Unit,-38.135389784,176.229890405,287
Mandeville.,Area Unit,-43.418794508,172.537514024,47
Manapouri.,Area Unit,-45.561657222,167.619433762,4
Manaia.,Area Unit,-39.548428656,174.133218021,24
Mana-Camborne.,Area Unit,-41.093363153,174.874383068,117
Mamaku.,Area Unit,-38.094292617,176.073725353,20
Malvern.,Area Unit,-43.062713843,171.715519923,135
Maketu Community.,Area Unit,-37.758041051,176.463572854,22
Makarewa.,Area Unit,-46.379514283,168.386828692,23
Makarewa North.,Area Unit,-46.305057915,168.354805636,2
Makaraka.,Area Unit,-38.641215031,177.965632578,67
Makara-Ohariu.,Area Unit,-41.270305075,174.698124577,18
Makakaho.,Area Unit,-39.721350806,174.817284339,30
Maitlands.,Area Unit,-41.310478179,173.241961709,40
Maitai.,Area Unit,-41.273239817,173.305247348,9
Mairtown.,Area Unit,-35.705852823,174.326663734,248
Mairehau.,Area Unit,-43.500883520,172.639537151,80
Mairehau North.,Area Unit,-43.492340040,172.643587521,73
Mairangi Bay.,Area Unit,-36.739991724,174.750444707,99
Mairaki.,Area Unit,-43.275727728,172.370708691,10
Maidstone.,Area Unit,-41.129489849,175.070377649,30
Mahurangi.,Area Unit,-36.471987978,174.740703499,8
Mahora.,Area Unit,-39.626937405,176.848729583,176
Mahoenui.,Area Unit,-38.569082259,174.750806932,20
Mahia.,Area Unit,-39.137553231,177.874429655,59
Maheno.,Area Unit,-45.164422219,170.869372992,107
Maewa.,Area Unit,-40.199951893,175.587378134,26
Maeroa.,Area Unit,-37.777690165,175.258194571,173
Mackenzie.,Area Unit,-43.899973657,170.572839294,37
Macandrew Bay.,Area Unit,-45.867795966,170.601623774,4
Lyttelton.,Area Unit,-43.603553022,172.704706754,151
Lynnmall.,Area Unit,-36.906175001,174.686269685,929
Lynmouth.,Area Unit,-39.065946457,174.052187893,83
Lynmore.,Area Unit,-38.154854036,176.307137916,89
Lynfield South.,Area Unit,-36.931261158,174.717438101,222
Lynfield North.,Area Unit,-36.916594826,174.724028683,140
Lyall Bay-Airport-Moa Point.,Area Unit,-41.335356679,174.807138911,295
Lumsden Community.,Area Unit,-45.738256241,168.444616339,3
Lucken Point.,Area Unit,-36.815853659,174.641925165,82
Lower Aramoho.,Area Unit,-39.904272348,175.055586126,95
Longlands South.,Area Unit,-39.668035242,176.857270199,74
Longburn.,Area Unit,-40.395902285,175.554851144,27
Long Bay.,Area Unit,-36.678616440,174.734615206,50
Lochain.,Area Unit,-39.622484461,176.781006481,109
Loburn.,Area Unit,-43.198501854,172.519610029,11
Little Wanganui.,Area Unit,-41.168114762,172.264972918,1
Little River.,Area Unit,-43.822412437,172.676861575,15
Linwood.,Area Unit,-43.529299069,172.657550855,535
Linwood North.,Area Unit,-43.527898682,172.673590999,187
Linwood East.,Area Unit,-43.530822391,172.681759271,731
Linton Military Camp.,Area Unit,-40.399592440,175.583908435,25
Linden.,Area Unit,-41.155638180,174.832347760,92
Lincoln.,Area Unit,-43.641270573,172.480664702,145
Lichfield.,Area Unit,-38.123251596,175.822657594,47
Levin West.,Area Unit,-40.620581691,175.265728292,544
Levin South.,Area Unit,-40.634948514,175.285027371,95
Levin North.,Area Unit,-40.611906376,175.285789306,270
Levin East.,Area Unit,-40.619329961,175.300788973,108
Levels.,Area Unit,-44.300816046,171.085757777,51
Lepperton.,Area Unit,-39.059746016,174.211707510,49
Leithfield.,Area Unit,-43.136504941,172.553656259,61
Leigh.,Area Unit,-36.292740379,174.806656248,4
Lehmans.,Area Unit,-43.309479509,172.574121432,34
Leeston.,Area Unit,-43.760690103,172.297487414,54
Leamington West.,Area Unit,-37.899475895,175.461185233,76
Leamington East.,Area Unit,-37.905032339,175.481053157,58
Leabank.,Area Unit,-37.033142455,174.888821081,217
Lawrence.,Area Unit,-45.917231150,169.683843861,7
Lansdowne.,Area Unit,-40.947631274,175.674855001,126
Langbein.,Area Unit,-41.306824228,173.223517637,55
Lambton.,Area Unit,-41.286018223,174.774702614,1112
Lakewood.,Area Unit,-38.688952148,176.054587183,20
Lake Tennyson.,Area Unit,-42.306197081,172.797510101,1
Lake Tekapo.,Area Unit,-44.006979262,170.470872363,33
Lake Rotoroa.,Area Unit,-41.896404554,172.454286650,26
Lake Pupuke.,Area Unit,-36.772673284,174.768588661,160
Lake Ngaroto.,Area Unit,-38.011335434,175.300286197,21
Lake Horowhenua.,Area Unit,-40.588355428,175.220653531,41
Lake Hayes.,Area Unit,-44.988068341,168.805685882,7
Lake Hayes South.,Area Unit,-45.004907296,168.785190355,22
Lake Cameron.,Area Unit,-37.851676121,175.322604493,37
Lake Brunner.,Area Unit,-42.646878674,171.584552505,15
Lake Alice.,Area Unit,-40.106887010,175.270068479,72
Laird Park.,Area Unit,-39.921278793,175.045960967,306
Laingholm.,Area Unit,-36.965446658,174.632560506,26
Kurow.,Area Unit,-44.736666089,170.470673361,6
Kuratau.,Area Unit,-38.831923237,175.726784076,24
Kumeu West.,Area Unit,-36.779200599,174.540263715,26
Kumeu East.,Area Unit,-36.778406604,174.580431455,63
Kumara.,Area Unit,-42.628903003,171.187841001,3
Kuirau.,Area Unit,-38.133454317,176.256358358,852
Kowhai Park.,Area Unit,-39.923172631,175.062557401,85
Koutu.,Area Unit,-38.123616077,176.240806058,135
Korokoro.,Area Unit,-41.219529114,174.861988891,40
Kopuaranga.,Area Unit,-40.852265286,175.659102663,15
Konini.,Area Unit,-36.929725157,174.642586350,38
Koitiata.,Area Unit,-40.072080612,175.138524841,1
Kohuora.,Area Unit,-36.979928067,174.841587045,191
Kohukohu.,Area Unit,-35.361841105,173.541512796,13
Kohitere.,Area Unit,-40.639058676,175.237050781,18
Kohimarama West.,Area Unit,-36.854864996,174.841926048,70
Kohimarama East.,Area Unit,-36.858784384,174.847904936,69
Kiwitea.,Area Unit,-39.936936049,175.813281721,42
Kirwee.,Area Unit,-43.528437175,172.113534476,51
Kirks.,Area Unit,-41.278461218,173.276343956,106
Kinloch.,Area Unit,-38.656761724,175.925213547,11
Kinleith.,Area Unit,-38.242178407,175.890160484,20
Kingswell-Clifton.,Area Unit,-46.446485141,168.365994466,77
Kingston-Mornington.,Area Unit,-41.321294179,174.764718216,51
Kingston South.,Area Unit,-45.176497628,168.562398570,7
Kingsley-Chatham.,Area Unit,-39.615382326,176.777096601,132
Kingsland.,Area Unit,-36.872049841,174.746156754,359
Kingseat.,Area Unit,-37.115080980,174.803207698,137
Kingsbury.,Area Unit,-43.290777313,172.586972673,34
Kingdale.,Area Unit,-36.852739914,174.631198518,655
Kilkenny.,Area Unit,-36.928952068,174.924504366,37
Kilbirnie West-Hataitai South.,Area Unit,-41.312681948,174.794348741,139
Kilbirnie East.,Area Unit,-41.318746043,174.799375225,372
Kihikihi.,Area Unit,-38.038618411,175.347369870,100
Kihikihi Flat.,Area Unit,-38.031548640,175.332918997,33
Khandallah Park-Broadmeadows.,Area Unit,-41.237023951,174.787129765,38
Kerikeri.,Area Unit,-35.214678914,173.964347642,427
Kerepehi.,Area Unit,-37.298053416,175.538748709,13
Kensington.,Area Unit,-35.707733739,174.312183056,98
Kennedys Bush.,Area Unit,-43.609895232,172.599793927,13
Kenmure.,Area Unit,-45.885332188,170.469225982,25
Kelvin Heights.,Area Unit,-45.038912018,168.698034268,11
Kelvin Grove.,Area Unit,-40.331001410,175.646558183,108
Kelston Central.,Area Unit,-36.896439401,174.665520973,187
Kelson.,Area Unit,-41.170131048,174.941718285,21
Kelburn.,Area Unit,-41.288568004,174.762658716,128
Kawhia Community.,Area Unit,-38.062217937,174.823298822,24
Kawerau.,Area Unit,-38.095678376,176.700800885,384
Kaweku.,Area Unit,-45.950216179,168.689335914,4
Kawau.,Area Unit,-36.438775544,174.832209099,2
Kawaroa.,Area Unit,-39.059351670,174.061639650,94
Kawakawa.,Area Unit,-35.381104833,174.066116791,131
Kawakawa-Orere.,Area Unit,-36.959962135,175.200299896,39
Kawaha Point.,Area Unit,-38.107466345,176.241592313,68
Kauwhata.,Area Unit,-40.364961517,175.478212096,48
Kaurilands.,Area Unit,-36.929651286,174.656213607,65
Kauri Park.,Area Unit,-36.807306705,174.714973589,132
Kaukapakapa.,Area Unit,-36.623754636,174.500316431,22
Kaukapakapa Rural.,Area Unit,-36.599435108,174.452550788,36
Katikati Community.,Area Unit,-37.547581274,175.935841942,129
Karoro.,Area Unit,-42.482158501,171.184392025,13
Karori South.,Area Unit,-41.292896671,174.731948096,32
Karori Park.,Area Unit,-41.290902693,174.723999975,54
Karori North.,Area Unit,-41.276944356,174.748084541,52
Karori East.,Area Unit,-41.295746753,174.745690487,44
Karitane.,Area Unit,-45.636383050,170.661610678,15
Karikari Peninsula-Maungataniwha.,Area Unit,-34.934546854,173.446649889,234
Karekare.,Area Unit,-36.967465504,174.518189036,146
Karapiro.,Area Unit,-37.940899388,175.586085690,75
Karangarua.,Area Unit,-43.545788414,169.938698015,1
Karamu.,Area Unit,-39.633189531,176.879575817,100
Karamea.,Area Unit,-41.260661083,172.130973056,8
Karaka Bay-Worser Bay.,Area Unit,-41.309701494,174.829503773,34
Kapuni.,Area Unit,-39.546029909,174.039341467,38
Kaponga.,Area Unit,-39.429238663,174.149665981,9
Kapiro.,Area Unit,-35.164630878,174.035334799,56
Kaniere.,Area Unit,-42.739912290,170.997901131,20
Kamo West.,Area Unit,-35.686542591,174.297234100,104
Kamo East.,Area Unit,-35.676834479,174.306729496,293
Kakanui.,Area Unit,-45.189012182,170.895296967,6
Kaka Point.,Area Unit,-46.384334695,169.781822226,2
Kaiwharawhara.,Area Unit,-41.258264652,174.789508643,33
Kaiwera.,Area Unit,-46.182653481,169.045773563,15
Kaiwaka.,Area Unit,-36.156696499,174.431378778,47
Kaiti South.,Area Unit,-38.679447853,178.035141880,254
Kaiti North.,Area Unit,-38.664710393,178.041959561,68
Kaiteriteri.,Area Unit,-40.997820714,173.019893948,35
Kaitemako.,Area Unit,-37.735644800,176.173130131,27
Kaitawa.,Area Unit,-40.867140310,175.096039721,4
Kaitangata.,Area Unit,-46.279062629,169.842463977,20
Kaitake.,Area Unit,-39.169114408,173.992679324,68
Kaitaia West.,Area Unit,-35.110743786,173.259343545,516
Kaitaia East.,Area Unit,-35.113159721,173.269947987,342
Kairua.,Area Unit,-37.710704009,176.245164347,19
Kairanga.,Area Unit,-40.326892589,175.592555408,21
Kaipatiki.,Area Unit,-36.784612409,174.711487372,56
Kaipara Coastal.,Area Unit,-36.027168232,173.897531780,75
Kaipaki.,Area Unit,-37.889018891,175.381003529,30
Kainui.,Area Unit,-37.669368954,175.222170271,93
Kaingaroa Forest.,Area Unit,-38.410089616,176.538646828,52
Kaimata.,Area Unit,-39.175382382,174.332742031,61
Kaimai.,Area Unit,-37.838476611,176.070675782,115
Kaikoura Township.,Area Unit,-42.411837163,173.690214036,112
Kaikoura Rural.,Area Unit,-42.237451299,173.625658930,52
Kaikorai Hill.,Area Unit,-45.883152312,170.413523861,5
Kaikohe.,Area Unit,-35.406233228,173.805997656,648
Kaiaua.,Area Unit,-37.108467664,175.294726218,29
Kaiata.,Area Unit,-42.436218555,171.242163216,23
Kaiapoi West.,Area Unit,-43.381242802,172.644573874,15
Kaiapoi South.,Area Unit,-43.383298766,172.653498657,151
Kaiapoi North West.,Area Unit,-43.371689015,172.654174105,63
Kaiapoi North East.,Area Unit,-43.368721787,172.671069438,44
Kaiapoi East.,Area Unit,-43.385154754,172.666746683,19
Kahutara.,Area Unit,-41.203607030,175.259703570,73
Kahui.,Area Unit,-39.374309570,173.853672300,63
Kaeo.,Area Unit,-35.121326347,173.779680859,24
Judea.,Area Unit,-37.694767175,176.145996969,109
Johnsonville North.,Area Unit,-41.216830310,174.804862856,38
Johnsonville East.,Area Unit,-41.223745755,174.811789272,32
Johnsonville Central.,Area Unit,-41.222315625,174.800817667,368
Jellie Park.,Area Unit,-43.508025516,172.582961312,121
Jacks Point.,Area Unit,-45.088994369,168.774218811,17
Islington.,Area Unit,-43.542945280,172.515012695,156
Islands-Motutapu Rangitoto Rakino.,Area Unit,-36.804755583,175.038750645,3
Island View-Pios Beach.,Area Unit,-37.452031156,175.974976946,29
Island Bay West.,Area Unit,-41.344367463,174.766410675,48
Island Bay East.,Area Unit,-41.341621849,174.776340827,71
Isel Park.,Area Unit,-41.317954364,173.240069395,164
Irongate.,Area Unit,-39.644077330,176.809439218,57
Iona.,Area Unit,-39.681813349,176.884488812,102
Insoll.,Area Unit,-37.763905962,175.290457709,158
Inner Peninsula.,Area Unit,-45.890965124,170.557609115,16
Inlets-Thames-Coromandel District.,Area Unit,,,1
Inlet-Whangarei Harbour.,Area Unit,,,4
Inlet-Waitemata Harbour.,Area Unit,,,4
Inlet-Tutukaka Harbour.,Area Unit,,,1
Inlet-Tauranga Harbour.,Area Unit,-37.720500254,176.165986855,9
Inlet-Tauranga Harbour Omokoroa.,Area Unit,,,1
Inlet-Tauranga Harbour North.,Area Unit,-37.610113449,175.986437553,1
Inlet-Tasman Bay.,Area Unit,,,6
Inlet-Raglan Harbour.,Area Unit,,,2
Inlet-Port Whangarei.,Area Unit,,,3
Inlet-Port Lyttelton.,Area Unit,,,1
Inlet-Porirua Harbour.,Area Unit,,,2
Inlet-Ohiwa Harbour East.,Area Unit,,,2
Inlet-New River Estuary.,Area Unit,,,1
Inlet-Milford Sound.,Area Unit,,,1
Inlet-Manukau Harbour.,Area Unit,,,1
Inlet-Kaipara Harbour South.,Area Unit,,,1
Inlet-Jacobs River Estuary.,Area Unit,,,1
Inlet-Hobson Bay.,Area Unit,,,4
Inlet-Dunedin City Bays.,Area Unit,,,1
Inlet-Bluff Harbour.,Area Unit,-46.592679568,168.334045404,1
Inlet-Bay of Islands.,Area Unit,,,4
Inland Water-Lake Wakatipu.,Area Unit,-45.084470845,168.590445310,2
Inland Water-Lake Te Anau.,Area Unit,-45.201743352,167.673750490,1
Inland Water-Lake Taupo.,Area Unit,-38.788431955,175.891395818,6
Inland Water-Lake Rotorua.,Area Unit,-38.094589383,176.267115358,1
Inglewood.,Area Unit,-39.157473816,174.204046768,89
Inangahua Valley.,Area Unit,-42.091237550,171.967018842,10
Inangahua Junction.,Area Unit,-41.896213781,172.004078316,13
Ilam.,Area Unit,-43.522339191,172.569566031,126
Hyperion.,Area Unit,-37.027835784,174.917427160,91
Hyde.,Area Unit,-45.321852043,170.245577423,1
Hutt Central.,Area Unit,-41.212728925,174.907158003,817
Hurunui.,Area Unit,-42.913101706,172.512359725,70
Hunua.,Area Unit,-37.114857964,175.050958255,73
Huntly West.,Area Unit,-37.561632193,175.141980887,268
Huntly East.,Area Unit,-37.545764111,175.171294412,841
Huntington.,Area Unit,-37.735702519,175.281476364,233
Hunterville.,Area Unit,-39.933669618,175.572123818,28
Huapai.,Area Unit,-36.768178589,174.543700074,280
Howick West.,Area Unit,-36.895205225,174.917101626,30
Howick South.,Area Unit,-36.910847487,174.917785850,64
Howick Central.,Area Unit,-36.900268339,174.925569711,235
Houhora.,Area Unit,-34.785581519,173.109528810,29
Hospital Hill.,Area Unit,-39.488975490,176.901837918,216
Horsham Downs.,Area Unit,-37.724111845,175.264113789,131
Horotiu.,Area Unit,-37.699545287,175.186413602,34
Horokiwi.,Area Unit,-41.218554767,174.847020674,1
Hornby South.,Area Unit,-43.549111894,172.525975950,211
Hornby North.,Area Unit,-43.539667391,172.529415600,422
Horahora.,Area Unit,-35.736657428,174.289639611,34
Hope.,Area Unit,-41.355394715,173.158949366,16
Hoon Hay.,Area Unit,-43.560473335,172.605262420,129
Hoon Hay South.,Area Unit,-43.571061809,172.612958878,44
Homedale West.,Area Unit,-41.278041761,174.949362326,71
Homedale East.,Area Unit,-41.275593949,174.957591670,100
Homebush-Te Ore Ore.,Area Unit,-40.966801016,175.705945157,12
Homai West.,Area Unit,-37.019532935,174.875390510,87
Homai East.,Area Unit,-37.021497840,174.881356903,325
Holmwood.,Area Unit,-43.521197964,172.609569328,57
Holborn.,Area Unit,-41.169668743,174.977480683,171
Hokowhitu West.,Area Unit,-40.360182491,175.624050089,308
Hokowhitu Lagoon.,Area Unit,-40.371187679,175.631976511,55
Hokowhitu East.,Area Unit,-40.361192493,175.639997589,167
Hokonui.,Area Unit,-46.048290297,168.441389891,35
Hokitika Valley.,Area Unit,-42.959970103,171.140662734,11
Hokitika Urban.,Area Unit,-42.719445288,170.964994788,92
Hokitika Rural.,Area Unit,-42.771330661,170.975255289,16
Hokianga South.,Area Unit,-35.464184159,173.508714883,128
Hokianga North.,Area Unit,-35.346948954,173.450951860,78
Hobsonville South.,Area Unit,-36.803405785,174.647874614,19
Hobsonville East.,Area Unit,-36.799177929,174.662354195,185
Hinuera.,Area Unit,-37.863278071,175.764214918,35
Hingaia.,Area Unit,-37.082994963,174.916662299,252
Hinds.,Area Unit,-43.967421875,171.577944492,56
Himatangi Beach.,Area Unit,-40.371494319,175.235881394,19
Hilltop.,Area Unit,-38.699265920,176.091215375,301
Hillsborough West.,Area Unit,-36.917214870,174.752240659,358
Hillsborough East.,Area Unit,-36.924600727,174.759738054,179
Hillpark.,Area Unit,-37.015306663,174.898425883,266
Hillmorton.,Area Unit,-43.556208666,172.586841997,136
Hillcrest.,Area Unit,-38.150234394,176.230369594,281
Hillcrest West.,Area Unit,-37.796807125,175.317447882,272
Hikurangi.,Area Unit,-35.598176402,174.291455920,45
Hikuai.,Area Unit,-37.091463414,175.793226070,221
Highlands Park.,Area Unit,-39.083129109,174.107343964,23
Highland Park.,Area Unit,-36.906538629,174.906917312,160
Highfield.,Area Unit,-44.389375141,171.221479354,100
Highfield Park.,Area Unit,-43.473102643,172.639780951,39
Highbury.,Area Unit,-40.358622354,175.582700406,217
Highbrook.,Area Unit,-36.937492744,174.875934367,231
High St-Stuart St.,Area Unit,-45.876270267,170.491366183,196
Herne Bay.,Area Unit,-36.843325581,174.730815401,64
Heretaunga.,Area Unit,-41.137841336,175.015587948,88
Heretaunga-Silverstream.,Area Unit,-41.145759104,175.016223778,119
Herekino.,Area Unit,-35.258259060,173.200986503,68
Herald.,Area Unit,-36.778216318,174.644201342,24
Hendersons Basin.,Area Unit,-43.579833303,172.587934769,32
Henderson West.,Area Unit,-36.884895049,174.618284864,34
Henderson South.,Area Unit,-36.884054366,174.626722169,1001
Henderson North.,Area Unit,-36.877319210,174.629901015,446
Helensville.,Area Unit,-36.674334277,174.447680337,108
Helensville South.,Area Unit,-36.699463526,174.448635057,12
Helensburgh.,Area Unit,-45.848454649,170.488487637,11
Heidelberg.,Area Unit,-46.428922832,168.380116210,78
Hector-Ngakawau.,Area Unit,-41.603865396,171.881232788,10
Heathcote Valley.,Area Unit,-43.568764604,172.701223463,74
Haywards-Manor Park.,Area Unit,-41.152367848,174.975594525,17
Hawthornden.,Area Unit,-43.511320959,172.549984815,63
Hawthorndale.,Area Unit,-46.406091520,168.386134532,68
Hawera West.,Area Unit,-39.579128061,174.257820981,12
Hawera South.,Area Unit,-39.590709837,174.263322265,157
Hawera North.,Area Unit,-39.583963406,174.293343175,184
Hawea.,Area Unit,-44.344599643,169.320367464,33
Havelock.,Area Unit,-41.282354337,173.768408770,10
Havelock North Central.,Area Unit,-39.675269272,176.889987719,71
Havelock Hills.,Area Unit,-39.702353064,176.871481051,5
Hautapu.,Area Unit,-37.860912053,175.459586820,67
Hauraki.,Area Unit,-36.799148003,174.777068936,106
Hauraki Plains.,Area Unit,-37.281786721,175.484470988,80
Haupiri.,Area Unit,-42.587367362,171.913160945,10
